ProgramEnforcementNumber,RegulatoryProgramIdentifier,Region,Facility,Facility_ID,Address,ProgramID,Enforcement_Type,PenaltyAmount,ViolationId,DEQViolationClassCode,ViolationReference,ViolationDetailDescription,ViolationDetailTypeName,InspectionStartDate,EnforcementIssueDate,ClosedDate
2022-FC-6794,UndergroundStorageTanks,ER,ODELL SPORTSMAN CENTER,646,"19954 HWY 58 CRESCENT LAKE, OR 97425",18-646-2024-OPER,Field Citation,1350,14349,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,9/9/21,1/7/22,8/10/22
2022-FC-6794,UndergroundStorageTanks,ER,ODELL SPORTSMAN CENTER,646,"19954 HWY 58 CRESCENT LAKE, OR 97425",18-646-2024-OPER,Field Citation,1350,14350,I,340-150-0325(2)(b),Failure to conduct the most recent 3-year corrosion protection test.,(D5a) Corrosion Protection - TCR,9/9/21,1/7/22,8/10/22
2022-FC-6794,UndergroundStorageTanks,ER,ODELL SPORTSMAN CENTER,646,"19954 HWY 58 CRESCENT LAKE, OR 97425",18-646-2024-OPER,Field Citation,1350,14351,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,9/9/21,1/7/22,8/10/22
2022-FC-6794,UndergroundStorageTanks,ER,ODELL SPORTSMAN CENTER,646,"19954 HWY 58 CRESCENT LAKE, OR 97425",18-646-2024-OPER,Field Citation,1350,14352,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,9/9/21,1/7/22,8/10/22
2022-FC-6794,UndergroundStorageTanks,ER,ODELL SPORTSMAN CENTER,646,"19954 HWY 58 CRESCENT LAKE, OR 97425",18-646-2024-OPER,Field Citation,1350,14353,II,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,9/9/21,1/7/22,8/10/22
2022-FC-6824,UndergroundStorageTanks,NWR,CHEVRON USA INC - 94637,1107,"15710 SE MCLOUGHLIN BLVD MILWAUKIE, OR 97267",3-1107-2024-OPER,Field Citation,300,14399,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,12/14/21,1/21/22,2/3/22
2022-FC-6826,UndergroundStorageTanks,WR,NEWBERG CHEVRON,11821,"3745 PORTLAND RD NEWBERG, OR 97132-2079",36-11821-2024-OPER,Field Citation,0,14401,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,1/13/22,1/13/22,1/13/22
2022-FC-6827,UndergroundStorageTanks,NWR,76 OF GRESHAM,1115,"985 NE BURNSIDE RD GRESHAM, OR 97030-3925",26-1115-2024-OPER,Field Citation,300,14402,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,12/14/21,1/21/22,2/8/22
2022-FC-6846,UndergroundStorageTanks,WR,SVS SOUTH SALEM SHELL INC,3942,"2955 COMMERCIAL ST SE SALEM, OR 97302-4551",24-3942-2021-INST,Field Citation,500,14431,I,340-150-0020,"Failure to obtain the appropriate general permit registration certificate before installing, operating, decommissioning, including temporarily closing, an UST.",(A1) General Permit Requirements,1/21/22,1/28/22,2/23/22
2022-FC-6847,UndergroundStorageTanks,NWR,"CITY OF PORTLAND, STANTON YARD",6482,"2835 N Kerby Ave Portland, OR 97227",26-6482-2024-OPER,Field Citation,400,14432,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,1/12/22,1/31/22,3/2/22
2022-FC-6847,UndergroundStorageTanks,NWR,"CITY OF PORTLAND, STANTON YARD",6482,"N STANTON & BORTHWICK PORTLAND, OR 97227",26-6482-2024-OPER,Field Citation,400,14432,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,1/12/22,1/31/22,3/2/22
2022-FC-6850,UndergroundStorageTanks,NWR,"PORTLAND AUTO PORT, MUNICIPAL GARAGE",2233,"1221 SW 1ST AVE PORTLAND, OR 97204",26-2233-2024-OPER,Field Citation,300,14435,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,1/12/22,1/31/22,3/2/22
2022-FC-6851,UndergroundStorageTanks,NWR,MT TABOR YARD,4646,"6437 SE DIVISION ST PORTLAND, OR 97206-1240",26-4646-2024-OPER,Field Citation,300,14436,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,1/12/22,1/31/22,3/2/22
2022-FC-6861,UndergroundStorageTanks,WR,LIL PANTRY ROGUE RIVER LLC 7,12470,"501 E MAIN ST ROGUE RIVER, OR 97537-9674",15-12470-2024-OPER,Field Citation,800,14448,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,12/20/21,NULL,3/21/22
2022-FC-6861,UndergroundStorageTanks,WR,LIL PANTRY ROGUE RIVER LLC 7,12470,"501 E MAIN ST ROGUE RIVER, OR 97537-9674",15-12470-2024-OPER,Field Citation,800,14449,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,12/20/21,NULL,3/21/22
2022-FC-6861,UndergroundStorageTanks,WR,LIL PANTRY ROGUE RIVER LLC 7,12470,"501 E MAIN ST ROGUE RIVER, OR 97537-9674",15-12470-2024-OPER,Field Citation,800,14450,II,340-150-0400(1)(c),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamp",(J8.4) Interstitial - Non TCR,12/20/21,NULL,3/21/22
2022-FC-6869,UndergroundStorageTanks,WR,JACKSONS FOOD STORE #110,7558,"2075 NW CIRCLE BLVD CORVALLIS, OR 97330",2-7558-2024-OPER,Field Citation,400,14467,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,1/18/22,2/14/22,3/14/22
2022-FC-6870,UndergroundStorageTanks,WR,CIRCLE K #9635,144,"595 MAIN ST E MONMOUTH, OR 97361",27-144-2024-OPER,Field Citation,150,14468,II,340-150-0135 (2),"Failure to allow access at reasonable time to interview persons, inspect equipment and site conditions, collect samples, take still or video pictures, conduct an investigation or review and copy records.",(A14) General Permit Requirements,12/20/21,2/14/22,NULL
2022-FC-6886,UndergroundStorageTanks,WR,NEWPORT PAC PRIDE,5773,"250 NW 3RD ST NEWPORT, OR 97365-3626",21-5773-2022-OPER,Field Citation,450,14496,I,340-150-0400(1)(a) 340-150-0008(8),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G2) General Release Detection - TCR,1/3/22,2/17/22,3/1/22
2022-FC-6886,UndergroundStorageTanks,WR,NEWPORT PAC PRIDE,5773,"250 NW 3RD ST NEWPORT, OR 97365-3626",21-5773-2022-OPER,Field Citation,450,14497,I,340-150-0325(2)(b),Failure to conduct the last two 3-year inspections/tests of corrosion protection system,(D5b) Corrosion Protection - TCR,1/3/22,2/17/22,3/1/22
2022-FC-6901,UndergroundStorageTanks,WR,"XRAM, LLC dba Elkton Station",9360,"14940 HWY 38 ELKTON, OR 97436",10-9360-2024-OPER,Field Citation,150,14517,I,340-150-0325(2)(b),Failure to conduct one of the 3-year corrosion protection tests within the last six years.,(D5c) Corrosion Protection - Non TCR,1/3/22,2/25/22,3/7/22
2022-FC-6919,UndergroundStorageTanks,WR,THE LEABURG STORE,9447,"42840 MCKENZIE HWY LEABURG, OR 97489",20-9447-2024-OPER,Field Citation,750,14545,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,1/18/22,2/23/22,8/10/22
2022-FC-6919,UndergroundStorageTanks,WR,THE LEABURG STORE,9447,"42840 MCKENZIE HWY LEABURG, OR 97489",20-9447-2024-OPER,Field Citation,750,14546,I,340-150-0325(2)(b),Failure to conduct the most recent 3-year corrosion protection test.,(D5a) Corrosion Protection - TCR,1/18/22,2/23/22,8/10/22
2022-FC-6919,UndergroundStorageTanks,WR,THE LEABURG STORE,9447,"42840 MCKENZIE HWY LEABURG, OR 97489",20-9447-2024-OPER,Field Citation,750,14547,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,1/18/22,2/23/22,8/10/22
2022-FC-6920,UndergroundStorageTanks,WR,OREGON STATE UNIVERSITY - KELLY ENG. CTR,12193,"110 SW PARK TERRACE CORVALLIS, OR 97331",2-12193-2024-OPER,Field Citation,300,14549,I,340-150-0400(1)(a) 340-150-0008(8),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G2) General Release Detection - TCR,1/18/22,2/28/22,3/30/22
2022-FC-6921,UndergroundStorageTanks,WR,S B INC,11775,"32921 DIAMOND HILL DR HARRISBURG, OR 97446-9738",22-11775-2024-OPER,Field Citation,700,14552,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,1/18/22,2/28/22,4/7/22
2022-FC-6921,UndergroundStorageTanks,WR,S B INC,11775,"32921 DIAMOND HILL DR HARRISBURG, OR 97446-9738",22-11775-2024-OPER,Field Citation,700,14553,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,1/18/22,2/28/22,4/7/22
2022-FC-6921,UndergroundStorageTanks,WR,S B INC,11775,"32921 DIAMOND HILL DR HARRISBURG, OR 97446-9738",22-11775-2024-OPER,Field Citation,700,14554,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,1/18/22,2/28/22,4/7/22
2022-FC-6922,UndergroundStorageTanks,WR,HALLS QUICK STOP,11744,"402 S. TRADE STREET AMITY, OR 97101",36-11744-2024-OPER,Field Citation,300,14555,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,12/29/21,2/28/22,3/16/22
2022-FC-6924,UndergroundStorageTanks,WR,JACKSONS FOOD STORES #545,318,"6085 W. 11TH AVE EUGENE, OR 97402",20-318-2024-OPER,Field Citation,300,14560,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,1/18/22,3/1/22,3/14/22
2022-FC-6925,UndergroundStorageTanks,WR,JACKSON ENERGY #5026,6445,"4124 MAIN ST SPRINGFIELD, OR 97478-5907",20-6445-2024-OPER,Field Citation,300,14561,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,1/18/22,3/1/22,3/14/22
2022-FC-6929,UndergroundStorageTanks,WR,42ND ST CHEVRON,11856,"316 N 42ND SPRINGFIELD, OR 97478",20-11856-2024-OPER,Field Citation,300,14568,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,1/18/22,3/2/22,4/18/22
2022-FC-6931,UndergroundStorageTanks,WR,PENNY PINCHER #1,1452,"548 S MAIN MYRTLE CREEK, OR 97457",10-1452-2024-OPER,Field Citation,900,14569,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,12/20/21,3/3/22,3/16/22
2022-FC-6931,UndergroundStorageTanks,WR,PENNY PINCHER #1,1452,"548 S MAIN MYRTLE CREEK, OR 97457",10-1452-2024-OPER,Field Citation,900,14570,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,12/20/21,3/3/22,3/16/22
2022-FC-6931,UndergroundStorageTanks,WR,PENNY PINCHER #1,1452,"548 S MAIN MYRTLE CREEK, OR 97457",10-1452-2024-OPER,Field Citation,900,14571,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,12/20/21,3/3/22,3/16/22
2022-FC-6932,UndergroundStorageTanks,WR,PENNY PINCHER GASOLINE #2,686,"385 N MAIN CANYONVILLE, OR 97417",10-686-2024-OPER,Field Citation,900,14572,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,12/20/21,3/3/22,3/16/22
2022-FC-6932,UndergroundStorageTanks,WR,PENNY PINCHER GASOLINE #2,686,"385 N MAIN CANYONVILLE, OR 97417",10-686-2024-OPER,Field Citation,900,14573,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,12/20/21,3/3/22,3/16/22
2022-FC-6932,UndergroundStorageTanks,WR,PENNY PINCHER GASOLINE #2,686,"385 N MAIN CANYONVILLE, OR 97417",10-686-2024-OPER,Field Citation,900,14574,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,12/20/21,3/3/22,3/16/22
2022-FC-6934,UndergroundStorageTanks,ALL,MYRTLE CREEK CHEVRON,6746,"311 N MAIN MYRTLE CREEK, OR 97457",10-6746-2024-OPER,Field Citation,900,14576,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,12/20/21,3/3/22,3/16/22
2022-FC-6934,UndergroundStorageTanks,ALL,MYRTLE CREEK CHEVRON,6746,"311 N MAIN MYRTLE CREEK, OR 97457",10-6746-2024-OPER,Field Citation,900,14577,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,12/20/21,3/3/22,3/16/22
2022-FC-6934,UndergroundStorageTanks,ALL,MYRTLE CREEK CHEVRON,6746,"311 N MAIN MYRTLE CREEK, OR 97457",10-6746-2024-OPER,Field Citation,900,14578,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,12/20/21,3/3/22,3/16/22
2022-FC-6936,UndergroundStorageTanks,WR,"R & D, INC .dba MAIN STREET MARKET 5",11908,"4648 SE HIGHWAY 101 LINCOLN CITY, OR 97367",21-11908-2024-OPER,Field Citation,300,14580,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,1/3/22,3/4/22,4/12/22
2022-FC-6952,UndergroundStorageTanks,WR,RON'S OIL CO #3,4009,"580 N Central St COQUILLE, OR 97423",6-4009-2024-OPER,Field Citation,450,14600,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,8/12/21,3/14/22,3/31/22
2022-FC-6952,UndergroundStorageTanks,WR,RON'S OIL CO #3,4009,"580 N Central St COQUILLE, OR 97423",6-4009-2024-OPER,Field Citation,450,14601,II,340-150-0360(1) (a) & (b),Failure to inspect internal lining at 10 years after installation or every 5 years thereafter.,(F1b) Internally Lined Tanks - TCR,8/12/21,3/14/22,3/31/22
2022-FC-6956,UndergroundStorageTanks,ER,"TRIANGLE OIL, INC.",2615,"393 E MAIN ST MT VERNON, OR 97865",12-2615-2024-OPER,Field Citation,1350,14610,II,340-150-0410(2)(a),Failure to use a line leak detector that is third party approved (e.g. -is listed in the current edition of the “List of Leak Detection Evaluations.”),(H2.8) Release Detection Pressure Piping - Non TCR,10/10/21,3/14/22,NULL
2022-FC-6956,UndergroundStorageTanks,ER,"TRIANGLE OIL, INC.",2615,"393 E MAIN ST MT VERNON, OR 97865",12-2615-2024-OPER,Field Citation,1350,14611,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,10/10/21,3/14/22,NULL
2022-FC-6956,UndergroundStorageTanks,ER,"TRIANGLE OIL, INC.",2615,"393 E MAIN ST MT VERNON, OR 97865",12-2615-2024-OPER,Field Citation,1350,14612,II,340-150-0310(2),"Failure to maintain operational overfill prevention equipment.  Failure to repair or replace overfill equipment that is defective, improperly installed, damaged or may have been tampered with in a manner that prevents proper operation.",(C2b) Spill and Overfill Prevention - TCR,10/10/21,3/14/22,NULL
2022-FC-6956,UndergroundStorageTanks,ER,"TRIANGLE OIL, INC.",2615,"393 E MAIN ST MT VERNON, OR 97865",12-2615-2024-OPER,Field Citation,1350,14613,I,340-150-0400(1)(a) 340-150-0008(8),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G2) General Release Detection - TCR,10/10/21,3/14/22,NULL
